ticker,window_idx,train_start,train_end,test_start,test_end,mae,rmse,mape,directional_accuracy,naive_mae,naive_rmse,naive_mape,naive_directional_accuracy
ABL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,3.9976058877555505,5.289628919766328,2.520733295242471,50.847457627118644,3.098063323457362,4.5544744343839065,1.9858041498572663,5.084745762711865
ABOT,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,14.554074500604242,19.757630055891177,1.4326780086173536,40.67796610169492,11.000366210937498,16.80192963220485,1.0795953210554856,5.084745762711865
AGP,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,3.338147396470325,4.620602357706759,1.7772178981265814,42.3728813559322,2.7867651470636923,4.12316162857907,1.4865242213188297,5.084745762711865
AICL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,1.3197536832027972,1.999017556516701,2.203506858921975,49.152542372881356,1.2025442608332235,1.881438084840795,1.9882775113595499,6.779661016949152
AIRLINK,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,3.0078261661853913,4.411878993694033,2.109219131995199,45.76271186440678,2.4680594751390355,3.879066900579659,1.7295443605936576,5.084745762711865
AKBL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,1.1103441594897872,1.5239641662380259,1.979777417410319,42.3728813559322,0.9181314888647047,1.351594164364771,1.6380656895242978,5.084745762711865
APL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,5.922382336361304,7.923267922573552,1.2591989572157174,45.76271186440678,4.7584083686440675,6.9706458494867904,1.009562246063161,5.084745762711865
ASTL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,0.4648474182125109,0.6502699295632901,2.049945583888308,38.983050847457626,0.35745762970487915,0.511211706473732,1.5762174548166332,8.47457627118644
ATLH,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,15.181236142038514,21.137892877431632,1.4433774053428516,59.32203389830508,13.409341068591106,20.52870350317006,1.2818085009955702,5.084745762711865
ATRL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,8.59844490241238,13.063176261928353,1.3007724970503172,54.23728813559322,8.086084398172662,12.593440054103743,1.2258272662845615,5.084745762711865
BAFL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,1.4237532851715657,1.8122904407895546,1.7388704363947998,42.3728813559322,1.0775059845487955,1.489682241403978,1.3347788046849656,5.084745762711865
BAHL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,3.153763949795528,4.3400711726987975,1.9550857350387807,38.983050847457626,2.848441948324946,4.049253987289148,1.762722239198878,5.084745762711865
BOP,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,0.18424891831973222,0.24489976796251495,1.6541607235898477,54.23728813559322,0.15195946774240285,0.2343986041714511,1.3611483534338582,5.084745762711865
BWCL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,5.787199931323705,8.74650484869627,1.2809797838392634,45.76271186440678,3.9658611750198602,7.069948763169773,0.891313834765178,5.084745762711865
CHCC,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,5.253188363634452,7.37058321608274,1.7728603426621439,38.983050847457626,4.332524703720864,6.268626697821006,1.4701886937057742,5.084745762711865
CNERGY,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,0.1229777860819001,0.1770734442124356,1.7229084287432337,37.28813559322034,0.09389828019222972,0.14464446463034777,1.3135177605812296,11.864406779661017
COLG,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,7.987494184907761,11.842071751170241,0.6310857503651967,47.45762711864407,5.9456683659957745,11.363791549023418,0.469709644535109,5.084745762711865
DCR,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,0.21349899071147752,0.37328409578194055,0.7759552491943202,47.45762711864407,0.17859012797727458,0.37388422081156886,0.6447038920034353,8.47457627118644
DGKC,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,2.680684918933149,3.7108621716758163,1.6053556096614705,54.23728813559322,2.523537845934851,3.72463607717698,1.516467007720646,5.084745762711865
EFERT,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,2.3785192057972626,3.3269475170605287,1.2610288825650948,57.6271186440678,2.482396788516291,3.4060490862001034,1.318544862551464,5.084745762711865
EPCL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,0.4625709537489997,0.6106680368835626,1.4918967604860187,44.06779661016949,0.3764409857281184,0.5547502111418375,1.2120877595727748,5.084745762711865
FABL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,2.8245619298219657,3.008790029045399,4.203069719515066,45.76271186440678,1.007591700149794,1.6767715243316754,1.453776983639621,6.779661016949152
FATIMA,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,2.11094667252902,2.7827370529007007,2.0544018012368377,47.45762711864407,1.6063792341846523,2.291929249444145,1.5841565481906197,5.084745762711865
FCCL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,0.7137824529975754,1.018588566981951,1.5472812502231117,45.76271186440678,0.6354921631893873,1.0394808741711294,1.3858440326508443,5.084745762711865
FFC,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,4.932485700906297,6.547897933440306,1.2692195141675882,52.54237288135594,3.890901727191473,5.705007069361717,1.0046002049583416,5.084745762711865
FFL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,0.24276324853511208,0.35579654860276055,1.54309554830332,55.932203389830505,0.21372885623220658,0.3369429450401688,1.362620722581589,6.779661016949152
GATM,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,0.7680149293811924,1.0855441582488472,2.541225254907974,42.3728813559322,0.6191527479785986,0.9411309097131259,2.047898542048087,5.084745762711865
GHGL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,0.8829479927220989,1.2506374190479683,2.378127556575675,61.016949152542374,0.8250161510402877,1.1646369473093152,2.2271806029345007,5.084745762711865
GHNI,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,13.844415187191212,19.726807851636227,1.9169207223946942,45.76271186440678,12.407053801972987,18.7138498786815,1.7055506927634074,5.084745762711865
GLAXO,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,6.24781242274702,8.514261476215529,1.6634931082005668,35.59322033898305,5.341814978648035,7.3963165171929175,1.4121907705997585,6.779661016949152
HALEON,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,10.133051081828897,14.026088519580764,1.3391519138990622,52.54237288135594,9.468102406647244,13.623412471519153,1.244378615035488,5.084745762711865
HBL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,4.316166700669791,5.560478291609846,2.2193231619220137,37.28813559322034,3.8525750111725423,5.357465865073268,1.9509858409033292,5.084745762711865
HCAR,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,4.212589516076135,6.063444567655147,1.525390361000624,40.67796610169492,3.0252432095802435,4.75241006464525,1.0987914457370929,5.084745762711865
HINOON,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,11.670308112803779,14.942247002872861,1.1734305559034313,45.76271186440678,10.844003451072561,13.968472232038245,1.0889845896069572,5.084745762711865
HMB,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,1.557996428308761,2.047253473804914,1.6090507375352532,54.23728813559322,1.4997580576751224,2.0058228624170624,1.5363206736871364,5.084745762711865
HUMNL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,0.24516781965959192,0.31299957104565246,1.9503282610409483,55.932203389830505,0.20070106700315302,0.29524091872995517,1.5916600456204806,6.779661016949152
IBFL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,3.9491420925246925,5.942763415185747,1.1842624075041273,32.20338983050847,3.353388899463721,6.250400479527553,1.0090131354829441,52.54237288135594
ILP,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,1.1636439083303143,1.705805363326129,1.756639336222518,55.932203389830505,1.1913493528204453,1.6756135378492747,1.7894153377799884,5.084745762711865
INDU,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,20.920548104044116,29.721306645988893,1.1498334973304598,44.06779661016949,18.741461285090047,28.047200914752885,1.0399239231394122,5.084745762711865
INIL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,3.963566031140857,5.075696187743001,2.2368328811803755,50.847457627118644,3.610857430150957,4.715915302197777,2.0167296681739373,5.084745762711865
ISL,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,1.9592810311865148,2.543235981492648,2.132263335957586,44.06779661016949,1.6173365964727884,2.3212442640162756,1.7551810371365915,5.084745762711865
JDWS,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,9.908816850373118,12.063131623397325,1.126586490677316,50.847457627118644,7.094672768802978,9.665003317469553,0.8002832312242334,13.559322033898304
KAPCO,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,0.23808116933721746,0.34520675985133964,0.7971863549196848,47.45762711864407,0.17630408982099088,0.2841861464063697,0.5884610812784609,6.779661016949152
KOHC,0,2022-07-12,2025-06-03,2025-06-04,2025-08-26,24.208184296075263,82.21717750056482,15.794645258616816,50.0,24.061499277750652,83.04712699501172,15.824391894012576,6.666666666666667
